left_model_id,right_model_id,shared_valid_tasks,mean_difference,ci_low,ci_high,cohen_dz,sign_flip_p,holm_p,holm_significant,direction
x-ai/grok-4.6,meta/muse-spark-1.2,534,1.311330,-0.828280,3.451092,0.05213608,0.2309376906,1,false,left_higher
x-ai/grok-4.6,meta/muse-glimmer-30b,534,5.178820,2.872841,7.490617,0.18861150,9.999900001e-06,0.0035099649,true,left_higher
x-ai/grok-4.6,anthropic/claude-fable-5,534,1.708240,-0.654067,4.094949,0.06017931,0.1656583434,1,false,left_higher
x-ai/grok-4.6,qwen/qwen3.8-2.4t-a95b,534,2.981685,0.596821,5.362269,0.10650905,0.013399866,1,false,left_higher
x-ai/grok-4.6,bytedance-seed/seed-2-1-turbo,534,5.342041,2.773815,7.915764,0.17455415,4.99995e-05,0.013499865,true,left_higher
x-ai/grok-4.6,thinkingmachines/inkling,534,5.457491,2.862938,8.069922,0.17667987,6.999930001e-05,0.0185498145,true,left_higher
x-ai/grok-4.6,z-ai/glm-5.3,534,4.492528,1.893548,7.096713,0.14612213,0.0007899921001,0.1856481435,false,left_higher
moonshotai/kimi-k3,qwen/qwen3.8-max,534,0.548914,-1.493377,2.579306,0.02263172,0.6011639884,1,false,left_higher
moonshotai/kimi-k3,z-ai/glm-5.2,534,3.599382,0.803624,6.407185,0.10794742,0.0127098729,1,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-pro-0813,534,0.097341,-2.066214,2.271058,0.00378221,0.9300007,1,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-flash-0731,534,6.618165,3.557986,9.678679,0.18152809,3.99996e-05,0.0109598904,true,left_higher
moonshotai/kimi-k3,minimax/minimax-m3,534,1.111517,-1.275624,3.503302,0.03945510,0.3656163438,1,false,left_higher
moonshotai/kimi-k3,nvidia/nemotron-3.5-lightning,534,4.657434,2.130992,7.181615,0.15512541,0.0003199968,0.07775922241,false,left_higher
moonshotai/kimi-k3,mistralai/mistral-large-2512,534,6.635655,3.774487,9.539379,0.19557503,1.99998e-05,0.005679943201,true,left_higher
moonshotai/kimi-k3,tencent/hy3,534,0.568970,-1.826285,2.960235,0.02005358,0.6446435536,1,false,left_higher
moonshotai/kimi-k3,cohere/command-a,534,5.343839,2.656542,8.056945,0.16663887,0.0001399986,0.035699643,true,left_higher
moonshotai/kimi-k3,cohere/command-r-plus-08-2024,534,14.195468,10.964942,17.413374,0.37121204,9.999900001e-06,0.0035099649,true,left_higher
moonshotai/kimi-k3,meta/muse-spark-1.2,534,-1.703408,-3.903138,0.445919,-0.06515553,0.1326186738,1,false,right_higher
moonshotai/kimi-k3,meta/muse-glimmer-30b,534,2.164082,-0.346935,4.655305,0.07288118,0.09383906161,1,false,left_higher
moonshotai/kimi-k3,anthropic/claude-fable-5,534,-1.306498,-3.577600,0.973707,-0.04842618,0.2663473365,1,false,right_higher
moonshotai/kimi-k3,qwen/qwen3.8-2.4t-a95b,534,-0.033052,-2.311447,2.223452,-0.00121465,0.9778102219,1,false,right_higher
moonshotai/kimi-k3,bytedance-seed/seed-2-1-turbo,534,2.327303,-0.239939,4.884041,0.07620617,0.07901920981,1,false,left_higher
moonshotai/kimi-k3,thinkingmachines/inkling,534,2.442753,-0.319073,5.200396,0.07428815,0.08703912961,1,false,left_higher
moonshotai/kimi-k3,z-ai/glm-5.3,534,1.477790,-1.127605,4.085270,0.04805498,0.2666173338,1,false,left_higher
qwen/qwen3.8-max,z-ai/glm-5.2,534,3.050468,0.190828,5.948773,0.08979520,0.0387396126,1,false,left_higher
qwen/qwen3.8-max,deepseek/deepseek-v4-pro-0813,534,-0.451573,-2.715794,1.836039,-0.01685627,0.696403036,1,false,right_higher
qwen/qwen3.8-max,deepseek/deepseek-v4-flash-0731,534,6.069251,2.905992,9.234814,0.16224954,0.000299997,0.07379926201,false,left_higher
qwen/qwen3.8-max,minimax/minimax-m3,534,0.562603,-1.821898,2.961371,0.01987107,0.6446335537,1,false,left_higher
qwen/qwen3.8-max,nvidia/nemotron-3.5-lightning,534,4.108521,1.444918,6.798964,0.12939421,0.0028799712,0.6163138369,false,left_higher
qwen/qwen3.8-max,mistralai/mistral-large-2512,534,6.086742,3.226902,8.980854,0.17916499,3.99996e-05,0.0109598904,true,left_higher
qwen/qwen3.8-max,tencent/hy3,534,0.020056,-2.395386,2.450762,0.00069821,0.9872901271,1,false,left_higher
qwen/qwen3.8-max,cohere/command-a,534,4.794925,1.934639,7.663012,0.14191019,0.0010599894,0.243797562,false,left_higher
qwen/qwen3.8-max,cohere/command-r-plus-08-2024,534,13.646554,10.467105,16.819376,0.36313797,9.999900001e-06,0.0035099649,true,left_higher
qwen/qwen3.8-max,meta/muse-spark-1.2,534,-2.252322,-4.561660,-0.017335,-0.08386600,0.05441945581,1,false,right_higher
qwen/qwen3.8-max,meta/muse-glimmer-30b,534,1.615169,-0.731684,3.905488,0.05873015,0.1756882431,1,false,left_higher
qwen/qwen3.8-max,anthropic/claude-fable-5,534,-1.855412,-4.292147,0.607949,-0.06438811,0.1376786232,1,false,right_higher
qwen/qwen3.8-max,qwen/qwen3.8-2.4t-a95b,534,-0.581966,-2.488763,1.322001,-0.02588255,0.5500644994,1,false,right_higher
qwen/qwen3.8-max,bytedance-seed/seed-2-1-turbo,534,1.778390,-0.926648,4.493599,0.05591691,0.1981080189,1,false,left_higher
qwen/qwen3.8-max,thinkingmachines/inkling,534,1.893839,-0.816720,4.634543,0.05870989,0.1773682263,1,false,left_higher
qwen/qwen3.8-max,z-ai/glm-5.3,534,0.928876,-1.804606,3.669614,0.02885189,0.5023849762,1,false,left_higher
z-ai/glm-5.2,deepseek/deepseek-v4-pro-0813,534,-3.502041,-6.258418,-0.736787,-0.10724112,0.0132698673,1,false,right_higher
z-ai/glm-5.2,deepseek/deepseek-v4-flash-0731,534,3.018783,0.197166,5.834809,0.09012983,0.0358296417,1,false,left_higher
z-ai/glm-5.2,minimax/minimax-m3,534,-2.487865,-5.398293,0.405879,-0.07265760,0.09201907981,1,false,right_higher
z-ai/glm-5.2,nvidia/nemotron-3.5-lightning,534,1.058052,-1.684193,3.812941,0.03257823,0.4543854561,1,false,left_higher
z-ai/glm-5.2,mistralai/mistral-large-2512,534,3.036273,0.377074,5.686308,0.09720596,0.024899751,1,false,left_higher
z-ai/glm-5.2,tencent/hy3,534,-3.030412,-5.939093,-0.132335,-0.08780110,0.0428895711,1,false,right_higher
z-ai/glm-5.2,cohere/command-a,534,1.744457,-0.930422,4.403133,0.05508429,0.2026179738,1,false,left_higher
z-ai/glm-5.2,cohere/command-r-plus-08-2024,534,10.596086,7.586872,13.597659,0.29741971,9.999900001e-06,0.0035099649,true,left_higher
z-ai/glm-5.2,meta/muse-spark-1.2,534,-5.302790,-8.138983,-2.510883,-0.15960340,0.0001599984,0.0404795952,true,right_higher
z-ai/glm-5.2,meta/muse-glimmer-30b,534,-1.435300,-4.089955,1.192515,-0.04591767,0.2903770962,1,false,right_higher
z-ai/glm-5.2,anthropic/claude-fable-5,534,-4.905880,-7.497110,-2.310961,-0.15942095,0.0002099979,0.05249947501,false,right_higher
z-ai/glm-5.2,qwen/qwen3.8-2.4t-a95b,534,-3.632434,-6.365879,-0.911542,-0.11230802,0.009529904701,1,false,right_higher
z-ai/glm-5.2,bytedance-seed/seed-2-1-turbo,534,-1.272079,-4.008576,1.446518,-0.03929274,0.364296357,1,false,right_higher
z-ai/glm-5.2,thinkingmachines/inkling,534,-1.156629,-3.975571,1.653136,-0.03462447,0.4228257717,1,false,right_higher
z-ai/glm-5.2,z-ai/glm-5.3,534,-2.121592,-4.786044,0.562394,-0.06685294,0.1222387776,1,false,right_higher
deepseek/deepseek-v4-pro-0813,deepseek/deepseek-v4-flash-0731,534,6.520824,3.490591,9.517781,0.18275084,2.99997e-05,0.008279917201,true,left_higher
deepseek/deepseek-v4-pro-0813,minimax/minimax-m3,534,1.014176,-1.562313,3.595320,0.03335351,0.443095569,1,false,left_higher
deepseek/deepseek-v4-pro-0813,nvidia/nemotron-3.5-lightning,534,4.560094,2.013373,7.091071,0.15245030,0.0003199968,0.07775922241,false,left_higher
deepseek/deepseek-v4-pro-0813,mistralai/mistral-large-2512,534,6.538315,3.694454,9.371648,0.19516104,9.999900001e-06,0.0035099649,true,left_higher
deepseek/deepseek-v4-pro-0813,tencent/hy3,534,0.471629,-2.124076,3.121636,0.01527737,0.7266227338,1,false,left_higher
deepseek/deepseek-v4-pro-0813,cohere/command-a,534,5.246498,2.495093,7.976049,0.16143617,0.0001499985,0.038099619,true,left_higher
deepseek/deepseek-v4-pro-0813,cohere/command-r-plus-08-2024,534,14.098127,10.969763,17.209660,0.38068674,9.999900001e-06,0.0035099649,true,left_higher
deepseek/deepseek-v4-pro-0813,meta/muse-spark-1.2,534,-1.800749,-3.975621,0.340747,-0.07069304,0.1028189718,1,false,right_higher
deepseek/deepseek-v4-pro-0813,meta/muse-glimmer-30b,534,2.066742,-0.403196,4.499216,0.07165742,0.09971900281,1,false,left_higher
deepseek/deepseek-v4-pro-0813,anthropic/claude-fable-5,534,-1.403839,-3.957066,1.130739,-0.04718867,0.2762372376,1,false,right_higher
deepseek/deepseek-v4-pro-0813,qwen/qwen3.8-2.4t-a95b,534,-0.130393,-2.564130,2.315304,-0.00452557,0.9152408476,1,false,right_higher
deepseek/deepseek-v4-pro-0813,bytedance-seed/seed-2-1-turbo,534,2.229963,-0.383464,4.859971,0.07250880,0.09487905121,1,false,left_higher
deepseek/deepseek-v4-pro-0813,thinkingmachines/inkling,534,2.345412,-0.381540,5.078703,0.07254631,0.09361906381,1,false,left_higher
deepseek/deepseek-v4-pro-0813,z-ai/glm-5.3,534,1.380449,-1.311548,4.062638,0.04354506,0.3154268457,1,false,left_higher
deepseek/deepseek-v4-flash-0731,minimax/minimax-m3,534,-5.506648,-8.695338,-2.265060,-0.14561339,0.0006899931001,0.1635283647,false,right_higher
deepseek/deepseek-v4-flash-0731,nvidia/nemotron-3.5-lightning,534,-1.960730,-5.014614,1.092152,-0.05452717,0.2100778992,1,false,right_higher
deepseek/deepseek-v4-flash-0731,mistralai/mistral-large-2512,534,0.017491,-2.780361,2.834953,0.00052909,0.990500095,1,false,left_higher
deepseek/deepseek-v4-flash-0731,tencent/hy3,534,-6.049195,-9.167035,-2.921629,-0.16371608,0.0001199988,0.0308396916,true,right_higher
deepseek/deepseek-v4-flash-0731,cohere/command-a,534,-1.274326,-4.023708,1.438543,-0.03951093,0.3595864041,1,false,right_higher
deepseek/deepseek-v4-flash-0731,cohere/command-r-plus-08-2024,534,7.577303,4.383885,10.779773,0.20067637,1.99998e-05,0.005679943201,true,left_higher
deepseek/deepseek-v4-flash-0731,meta/muse-spark-1.2,534,-8.321573,-11.424279,-5.192085,-0.22483546,9.999900001e-06,0.0035099649,true,right_higher
deepseek/deepseek-v4-flash-0731,meta/muse-glimmer-30b,534,-4.454082,-7.556886,-1.378147,-0.12178681,0.005079949201,1,false,right_higher
deepseek/deepseek-v4-flash-0731,anthropic/claude-fable-5,534,-7.924663,-10.787791,-5.057666,-0.23272657,9.999900001e-06,0.0035099649,true,right_higher
deepseek/deepseek-v4-flash-0731,qwen/qwen3.8-2.4t-a95b,534,-6.651217,-9.823904,-3.483405,-0.17757225,6.999930001e-05,0.0185498145,true,right_higher
deepseek/deepseek-v4-flash-0731,bytedance-seed/seed-2-1-turbo,534,-4.290861,-7.130979,-1.461120,-0.12692837,0.0035699643,0.7354126459,false,right_higher
deepseek/deepseek-v4-flash-0731,thinkingmachines/inkling,534,-4.175412,-7.098817,-1.275859,-0.11980013,0.005649943501,1,false,right_higher
deepseek/deepseek-v4-flash-0731,z-ai/glm-5.3,534,-5.140375,-8.112888,-2.166380,-0.14625936,0.0009099909001,0.2129378706,false,right_higher
minimax/minimax-m3,nvidia/nemotron-3.5-lightning,534,3.545918,1.090722,6.025227,0.12223772,0.0046099539,0.9358206418,false,left_higher
minimax/minimax-m3,mistralai/mistral-large-2512,534,5.524139,2.640698,8.397717,0.16288297,0.0001699983,0.0428395716,true,left_higher
minimax/minimax-m3,tencent/hy3,534,-0.542547,-3.271642,2.188826,-0.01687330,0.6958430416,1,false,right_higher
minimax/minimax-m3,cohere/command-a,534,4.232322,1.415683,7.041720,0.12770970,0.003499965,0.7244927551,false,left_higher
minimax/minimax-m3,cohere/command-r-plus-08-2024,534,13.083951,9.801047,16.313962,0.33875173,9.999900001e-06,0.0035099649,true,left_higher
minimax/minimax-m3,meta/muse-spark-1.2,534,-2.814925,-5.348592,-0.301824,-0.09469915,0.028199718,1,false,right_higher
minimax/minimax-m3,meta/muse-glimmer-30b,534,1.052566,-1.409391,3.501466,0.03660581,0.39699603,1,false,left_higher
minimax/minimax-m3,anthropic/claude-fable-5,534,-2.418015,-5.062430,0.255739,-0.07705854,0.07458925411,1,false,right_higher
minimax/minimax-m3,qwen/qwen3.8-2.4t-a95b,534,-1.144569,-3.610436,1.309214,-0.03906501,0.3637763622,1,false,right_higher
minimax/minimax-m3,bytedance-seed/seed-2-1-turbo,534,1.215787,-1.599598,4.035532,0.03645671,0.4010759892,1,false,left_higher
minimax/minimax-m3,thinkingmachines/inkling,534,1.331236,-1.457680,4.111432,0.04040320,0.3508164918,1,false,left_higher
minimax/minimax-m3,z-ai/glm-5.3,534,0.366273,-2.382980,3.122923,0.01134162,0.7922220778,1,false,left_higher
nvidia/nemotron-3.5-lightning,mistralai/mistral-large-2512,534,1.978221,-0.735829,4.711119,0.06134361,0.1577484225,1,false,left_higher
nvidia/nemotron-3.5-lightning,tencent/hy3,534,-4.088464,-6.628623,-1.518441,-0.13445015,0.0016499835,0.3679463205,false,right_higher
nvidia/nemotron-3.5-lightning,cohere/command-a,534,0.686404,-2.138510,3.472076,0.02071790,0.6343436566,1,false,left_higher
nvidia/nemotron-3.5-lightning,cohere/command-r-plus-08-2024,534,9.538034,6.459568,12.603222,0.26207323,9.999900001e-06,0.0035099649,true,left_higher
nvidia/nemotron-3.5-lightning,meta/muse-spark-1.2,534,-6.360843,-8.947172,-3.783320,-0.20607425,9.999900001e-06,0.0035099649,true,right_higher
nvidia/nemotron-3.5-lightning,meta/muse-glimmer-30b,534,-2.493352,-4.999982,0.015127,-0.08426933,0.05142948571,1,false,right_higher
nvidia/nemotron-3.5-lightning,anthropic/claude-fable-5,534,-5.963933,-8.717088,-3.142375,-0.17992166,4.99995e-05,0.013499865,true,right_higher
nvidia/nemotron-3.5-lightning,qwen/qwen3.8-2.4t-a95b,534,-4.690487,-7.252389,-2.113355,-0.15330036,0.0003099969,0.07563924361,false,right_higher
nvidia/nemotron-3.5-lightning,bytedance-seed/seed-2-1-turbo,534,-2.330131,-5.115097,0.457566,-0.07069709,0.1033189668,1,false,right_higher
nvidia/nemotron-3.5-lightning,thinkingmachines/inkling,534,-2.214682,-4.929506,0.499291,-0.06854691,0.1136388636,1,false,right_higher
nvidia/nemotron-3.5-lightning,z-ai/glm-5.3,534,-3.179644,-6.075814,-0.303305,-0.09378391,0.0298697013,1,false,right_higher
mistralai/mistral-large-2512,tencent/hy3,534,-6.066685,-9.055603,-3.073239,-0.17246094,9.999900001e-05,0.026099739,true,right_higher
mistralai/mistral-large-2512,cohere/command-a,534,-1.291816,-3.990185,1.375598,-0.04096426,0.3447765522,1,false,right_higher
mistralai/mistral-large-2512,cohere/command-r-plus-08-2024,534,7.559813,4.528397,10.590273,0.21060212,9.999900001e-06,0.0035099649,true,left_higher
mistralai/mistral-large-2512,meta/muse-spark-1.2,534,-8.339064,-11.130069,-5.546444,-0.25232155,9.999900001e-06,0.0035099649,true,right_higher
mistralai/mistral-large-2512,meta/muse-glimmer-30b,534,-4.471573,-7.151545,-1.834880,-0.14378496,0.0009699903001,0.2250377496,false,right_higher
mistralai/mistral-large-2512,anthropic/claude-fable-5,534,-7.942154,-10.730251,-5.127501,-0.23986304,9.999900001e-06,0.0035099649,true,right_higher
mistralai/mistral-large-2512,qwen/qwen3.8-2.4t-a95b,534,-6.668708,-9.489997,-3.857470,-0.19868913,9.999900001e-06,0.0035099649,true,right_higher
mistralai/mistral-large-2512,bytedance-seed/seed-2-1-turbo,534,-4.308352,-7.002908,-1.578454,-0.13388362,0.0020599794,0.4490755092,false,right_higher
mistralai/mistral-large-2512,thinkingmachines/inkling,534,-4.192903,-6.918542,-1.483642,-0.12912200,0.0029099709,0.6169138309,false,right_higher
mistralai/mistral-large-2512,z-ai/glm-5.3,534,-5.157865,-7.936360,-2.384317,-0.15758270,0.000299997,0.07379926201,false,right_higher
tencent/hy3,cohere/command-a,534,4.774869,1.929915,7.606832,0.14257254,0.0010899891,0.2485175148,false,left_higher
tencent/hy3,cohere/command-r-plus-08-2024,534,13.626498,10.449019,16.819325,0.35719984,9.999900001e-06,0.0035099649,true,left_higher
tencent/hy3,meta/muse-spark-1.2,534,-2.272378,-4.816656,0.226539,-0.07626040,0.07871921281,1,false,right_higher
tencent/hy3,meta/muse-glimmer-30b,534,1.595112,-0.962618,4.155290,0.05292422,0.2232577674,1,false,left_higher
tencent/hy3,anthropic/claude-fable-5,534,-1.875468,-4.519745,0.771160,-0.05997151,0.166398336,1,false,right_higher
tencent/hy3,qwen/qwen3.8-2.4t-a95b,534,-0.602022,-3.254318,2.034620,-0.01941765,0.6545934541,1,false,right_higher
tencent/hy3,bytedance-seed/seed-2-1-turbo,534,1.758333,-0.911452,4.400713,0.05626280,0.194698053,1,false,left_higher
tencent/hy3,thinkingmachines/inkling,534,1.873783,-0.879163,4.604454,0.05799298,0.1829081709,1,false,left_higher
tencent/hy3,z-ai/glm-5.3,534,0.908820,-1.817331,3.646107,0.02823147,0.5145548545,1,false,left_higher
cohere/command-a,cohere/command-r-plus-08-2024,534,8.851629,5.773787,11.925063,0.24277604,9.999900001e-06,0.0035099649,true,left_higher
cohere/command-a,meta/muse-spark-1.2,534,-7.047247,-9.777709,-4.314650,-0.21598288,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-a,meta/muse-glimmer-30b,534,-3.179757,-6.021834,-0.316844,-0.09442265,0.0307496925,1,false,right_higher
cohere/command-a,anthropic/claude-fable-5,534,-6.650337,-9.432636,-3.846384,-0.20247901,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-a,qwen/qwen3.8-2.4t-a95b,534,-5.376891,-8.289743,-2.431680,-0.15534672,0.0002799972,0.06915930841,false,right_higher
cohere/command-a,bytedance-seed/seed-2-1-turbo,534,-3.016536,-5.694284,-0.348719,-0.09567702,0.0272597274,1,false,right_higher
cohere/command-a,thinkingmachines/inkling,534,-2.901086,-5.691970,-0.099304,-0.08744797,0.0432295677,1,false,right_higher
cohere/command-a,z-ai/glm-5.3,534,-3.866049,-6.614077,-1.106969,-0.11884065,0.006259937401,1,false,right_higher
cohere/command-r-plus-08-2024,meta/muse-spark-1.2,534,-15.898876,-19.132954,-12.689629,-0.41060773,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,meta/muse-glimmer-30b,534,-12.031386,-14.981113,-9.075739,-0.34140997,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,anthropic/claude-fable-5,534,-15.501966,-18.552044,-12.443024,-0.42678117,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,qwen/qwen3.8-2.4t-a95b,534,-14.228521,-17.461724,-10.953696,-0.36886509,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,bytedance-seed/seed-2-1-turbo,534,-11.868165,-15.110347,-8.612227,-0.30791914,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,thinkingmachines/inkling,534,-11.752715,-15.037742,-8.507019,-0.30191341,9.999900001e-06,0.0035099649,true,right_higher
cohere/command-r-plus-08-2024,z-ai/glm-5.3,534,-12.717678,-15.956950,-9.471420,-0.33020854,9.999900001e-06,0.0035099649,true,right_higher
meta/muse-spark-1.2,meta/muse-glimmer-30b,534,3.867491,1.478896,6.268467,0.13681157,0.0013899861,0.3127468725,false,left_higher
meta/muse-spark-1.2,anthropic/claude-fable-5,534,0.396910,-2.057716,2.894945,0.01361310,0.7537224628,1,false,left_higher
meta/muse-spark-1.2,qwen/qwen3.8-2.4t-a95b,534,1.670356,-0.594709,3.979291,0.06204022,0.1535084649,1,false,left_higher
meta/muse-spark-1.2,bytedance-seed/seed-2-1-turbo,534,4.030712,1.582378,6.487081,0.13898398,0.0012399876,0.2802371976,false,left_higher
meta/muse-spark-1.2,thinkingmachines/inkling,534,4.146161,1.544928,6.766913,0.13487768,0.0021699783,0.4708852911,false,left_higher
meta/muse-spark-1.2,z-ai/glm-5.3,534,3.181199,0.390660,5.979286,0.09674069,0.0258297417,1,false,left_higher
meta/muse-glimmer-30b,anthropic/claude-fable-5,534,-3.470581,-6.155664,-0.726730,-0.10784588,0.0130198698,1,false,right_higher
meta/muse-glimmer-30b,qwen/qwen3.8-2.4t-a95b,534,-2.197135,-4.609845,0.255908,-0.07653352,0.07844921551,1,false,right_higher
meta/muse-glimmer-30b,bytedance-seed/seed-2-1-turbo,534,0.163221,-2.679630,3.022646,0.00487914,0.9099409006,1,false,left_higher
meta/muse-glimmer-30b,thinkingmachines/inkling,534,0.278670,-2.374765,2.948875,0.00889547,0.8360216398,1,false,left_higher
meta/muse-glimmer-30b,z-ai/glm-5.3,534,-0.686292,-3.408192,2.013911,-0.02165960,0.6196638034,1,false,right_higher
anthropic/claude-fable-5,qwen/qwen3.8-2.4t-a95b,534,1.273446,-1.246704,3.780377,0.04306306,0.3231467685,1,false,left_higher
anthropic/claude-fable-5,bytedance-seed/seed-2-1-turbo,534,3.633801,1.269838,5.989079,0.13027898,0.0025699743,0.5525444746,false,left_higher
anthropic/claude-fable-5,thinkingmachines/inkling,534,3.749251,1.011966,6.490727,0.11559987,0.007759922401,1,false,left_higher
anthropic/claude-fable-5,z-ai/glm-5.3,534,2.784288,0.134819,5.462055,0.08858243,0.0410895891,1,false,left_higher
qwen/qwen3.8-2.4t-a95b,bytedance-seed/seed-2-1-turbo,534,2.360356,-0.418975,5.135129,0.07224422,0.09552904471,1,false,left_higher
qwen/qwen3.8-2.4t-a95b,thinkingmachines/inkling,534,2.475805,-0.139294,5.115344,0.07973532,0.06549934501,1,false,left_higher
qwen/qwen3.8-2.4t-a95b,z-ai/glm-5.3,534,1.510843,-1.230989,4.269191,0.04666381,0.2819371806,1,false,left_higher
bytedance-seed/seed-2-1-turbo,thinkingmachines/inkling,534,0.115449,-2.542725,2.776673,0.00366293,0.9333206668,1,false,left_higher
bytedance-seed/seed-2-1-turbo,z-ai/glm-5.3,534,-0.849513,-3.430884,1.728826,-0.02778183,0.5215747843,1,false,right_higher
thinkingmachines/inkling,z-ai/glm-5.3,534,-0.964963,-3.638202,1.716727,-0.03041606,0.4833751662,1,false,right_higher
